CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segmento
16661,540,4,986.63,1,4,3,143,8,En riesgo
16662,394,1,163.8,2,2,1,221,5,Necesitan atención
16663,729,1,165.0,1,2,1,121,4,Necesitan atención
16664,569,1,109.2,1,2,1,121,4,Necesitan atención
16665,362,1,135.4,2,2,1,221,5,Necesitan atención
16666,19,2,225.94,5,2,1,521,8,Potenciales leales
16667,68,2,570.13,3,2,2,322,7,Necesitan atención
16668,15,13,862.42,5,5,3,553,13,Leales
16669,24,3,1374.8700000000001,4,3,4,434,11,Otros
16670,17,20,8030.150000000001,5,5,5,555,15,Campeones
16671,28,3,1692.27,4,3,4,434,11,Otros
16672,2,20,8134.9400000000005,5,5,5,555,15,Campeones
16673,679,1,188.83,1,2,1,121,4,Necesitan atención
16674,55,2,319.61,4,2,2,422,8,Potenciales leales
16675,442,2,608.86,1,2,2,122,5,Necesitan atención
16676,34,6,2361.9,4,4,4,444,12,Campeones
16677,411,2,880.62,1,2,3,123,6,Necesitan atención
16678,3,12,3109.99,5,5,5,555,15,Campeones
16679,366,3,793.06,2,3,3,233,8,En riesgo
16680,43,3,821.45,4,3,3,433,10,Otros
16681,73,7,1921.8400000000001,3,4,4,344,11,Leales
16682,5,5,1028.0,5,4,3,543,12,Leales
16683,534,1,320.25,1,2,2,122,5,Necesitan atención
16684,4,53,137007.41,5,5,5,555,15,Campeones
16685,61,2,324.24,3,2,2,322,7,Necesitan atención
16686,47,16,5070.92,4,5,5,455,14,Campeones
16687,391,1,157.63,2,2,1,221,5,Necesitan atención
16688,1,4,1260.86,5,4,4,544,13,Campeones
16689,76,2,422.6,3,2,2,322,7,Necesitan atención
16690,72,4,353.03000000000003,3,4,2,342,9,Leales
16691,418,2,178.83,1,2,1,121,4,Necesitan atención
16692,256,3,1343.5,2,3,4,234,9,En riesgo
16693,69,5,1199.46,3,4,3,343,10,Leales
16694,723,1,98.30000000000001,1,2,1,121,4,Necesitan atención
16695,562,2,193.15,1,2,1,121,4,Necesitan atención
16696,135,4,657.9,3,4,3,343,10,Leales
16697,241,1,112.75,2,2,1,221,5,Necesitan atención
16698,227,2,1998.0,2,2,4,224,8,Otros
16699,380,7,994.6,2,4,3,243,9,En riesgo
16700,9,25,9167.710000000001,5,5,5,555,15,Campeones
16701,9,26,9859.13,5,5,5,555,15,Campeones
16702,415,4,1110.83,1,4,3,143,8,En riesgo
16704,618,2,695.66,1,2,3,123,6,Necesitan atención
16705,1,42,43515.051,5,5,5,555,15,Campeones
16706,37,3,531.35,4,3,2,432,9,Otros
16707,400,4,551.11,2,4,2,242,8,Otros
16708,46,1,656.63,4,2,3,423,9,Potenciales leales
16709,85,14,9087.460000000001,3,5,5,355,13,Leales
16710,19,22,6349.09,5,5,5,555,15,Campeones
16711,3,9,2868.48,5,5,4,554,14,Campeones
16712,9,13,4266.99,5,5,5,555,15,Campeones
16713,19,32,14560.69,5,5,5,555,15,Campeones
16714,219,4,1529.8,2,4,4,244,10,En riesgo
16715,78,2,625.52,3,2,3,323,8,Necesitan atención
16716,267,3,2149.6800000000003,2,3,4,234,9,En riesgo
16717,24,14,6986.2300000000005,4,5,5,455,14,Campeones
16718,369,5,3647.53,2,4,5,245,11,En riesgo
16719,15,14,3973.3,5,5,5,555,15,Campeones
16720,26,3,795.48,4,3,3,433,10,Otros
16721,262,1,292.47,2,2,2,222,6,Necesitan atención
16722,17,22,8989.08,5,5,5,555,15,Campeones
16723,108,3,1136.63,3,3,3,333,9,Necesitan atención
16724,405,1,147.35,2,2,1,221,5,Necesitan atención
16725,302,14,1882.1100000000001,2,5,4,254,11,En riesgo
16726,26,7,2088.41,4,4,4,444,12,Campeones
16727,364,4,1437.42,2,4,4,244,10,En riesgo
16728,46,4,1054.67,4,4,3,443,11,Leales
16729,38,21,7239.92,4,5,5,455,14,Campeones
16730,52,3,743.11,4,3,3,433,10,Otros
16731,648,1,174.05,1,2,1,121,4,Necesitan atención
16732,32,4,4092.64,4,4,5,445,13,Campeones
16733,530,1,259.68,1,2,1,121,4,Necesitan atención
16734,52,3,650.51,4,3,3,433,10,Otros
16735,79,14,6270.56,3,5,5,355,13,Leales
16736,506,5,2956.56,1,4,5,145,10,En riesgo
16737,53,2,835.2,4,2,3,423,9,Potenciales leales
16738,298,1,3.75,2,2,1,221,5,Necesitan atención
16739,177,2,786.4300000000001,3,2,3,323,8,Necesitan atención
16740,395,1,236.81,2,2,1,221,5,Necesitan atención
16741,625,1,173.06,1,2,1,121,4,Necesitan atención
16742,493,13,2387.71,1,5,4,154,10,En riesgo
16743,29,14,4253.26,4,5,5,455,14,Campeones
16744,11,7,1304.76,5,4,4,544,13,Campeones
16745,87,17,7194.3,3,5,5,355,13,Leales
16746,5,42,18066.4,5,5,5,555,15,Campeones
16747,38,2,836.0600000000001,4,2,3,423,9,Potenciales leales
16748,18,14,3637.33,5,5,5,555,15,Campeones
16749,591,2,4387.08,1,2,5,125,8,Otros
16750,45,5,623.9300000000001,4,4,3,443,11,Leales
16751,31,1,1764.72,4,2,4,424,10,Potenciales leales
16752,373,1,415.0,2,2,2,222,6,Necesitan atención
16753,58,1,223.92,4,2,1,421,7,Potenciales leales
16754,428,21,35398.15,1,5,5,155,11,En riesgo
16755,114,7,2900.58,3,4,4,344,11,Leales
16756,215,7,1312.3700000000001,2,4,4,244,10,En riesgo
16757,319,2,270.48,2,2,1,221,5,Necesitan atención
16758,65,1,369.34,3,2,2,322,7,Necesitan atención
16759,8,3,789.79,5,3,3,533,11,Otros
16760,430,1,228.0,1,2,1,121,4,Necesitan atención
16761,97,1,316.62,3,2,2,322,7,Necesitan atención
16762,20,3,1501.38,4,3,4,434,11,Otros
16763,199,2,964.6999999999999,2,2,3,223,7,Necesitan atención
16764,4,13,2799.25,5,5,4,554,14,Campeones
16765,294,2,454.75,2,2,2,222,6,Necesitan atención
16766,273,2,1145.6,2,2,3,223,7,Necesitan atención
16767,31,15,8073.8,4,5,5,455,14,Campeones
16768,48,9,1708.1200000000001,4,5,4,454,13,Campeones
16769,260,4,1141.75,2,4,3,243,9,En riesgo
16770,58,9,1932.13,4,5,4,454,13,Campeones
16771,33,10,3967.6,4,5,5,455,14,Campeones
16772,423,3,3723.5499999999997,1,3,5,135,9,En riesgo
16773,57,3,421.24,4,3,2,432,9,Otros
16774,68,8,1594.45,3,5,4,354,12,Leales
16775,10,16,3056.89,5,5,5,555,15,Campeones
16776,60,2,619.85,3,2,3,323,8,Necesitan atención
16777,80,5,1307.76,3,4,4,344,11,Leales
16778,74,2,245.94,3,2,1,321,6,Necesitan atención
16779,2,53,33268.24,5,5,5,555,15,Campeones
16780,100,3,605.55,3,3,2,332,8,Necesitan atención
16781,372,2,934.25,2,2,3,223,7,Necesitan atención
16782,10,38,10438.41,5,5,5,555,15,Campeones
16783,437,1,391.95,1,2,2,122,5,Necesitan atención
16784,20,5,896.53,4,4,3,443,11,Leales
16785,410,1,533.78,2,2,2,222,6,Necesitan atención
16786,394,1,51.84,2,2,1,221,5,Necesitan atención
16787,398,4,1035.43,2,4,3,243,9,En riesgo
16788,123,5,1950.3,3,4,4,344,11,Leales
16789,8,1,80.80000000000001,5,2,1,521,8,Potenciales leales
16790,4,6,1545.6200000000001,5,4,4,544,13,Campeones
16791,29,15,4038.69,4,5,5,455,14,Campeones
16792,282,5,623.46,2,4,3,243,9,En riesgo
16793,57,1,243.84,4,2,1,421,7,Potenciales leales
16794,1,15,2090.91,5,5,4,554,14,Campeones
16795,365,3,2492.39,2,3,4,234,9,En riesgo
16796,89,1,305.62,3,2,2,322,7,Necesitan atención
16797,393,5,1827.77,2,4,4,244,10,En riesgo
16798,554,3,848.71,1,3,3,133,7,En riesgo
16799,432,2,495.98,1,2,2,122,5,Necesitan atención
16800,11,1,1201.49,5,2,3,523,10,Potenciales leales
16801,163,4,1619.73,3,4,4,344,11,Leales
16802,679,2,582.61,1,2,2,122,5,Necesitan atención
16803,65,1,332.3,3,2,2,322,7,Necesitan atención
16804,23,3,536.99,4,3,2,432,9,Otros
16805,174,5,1097.24,3,4,3,343,10,Leales
16806,103,4,801.49,3,4,3,343,10,Leales
16807,143,6,2123.88,3,4,4,344,11,Leales
16808,99,2,288.42,3,2,2,322,7,Necesitan atención
16809,23,9,1727.43,4,5,4,454,13,Campeones
16810,192,2,842.0400000000001,2,2,3,223,7,Necesitan atención
16811,5,2,547.07,5,3,2,532,10,Otros
16812,361,4,2392.0,2,4,4,244,10,En riesgo
16813,8,10,1692.98,5,5,4,554,14,Campeones
16814,14,36,12499.710000000001,5,5,5,555,15,Campeones
16815,454,2,410.97,1,3,2,132,6,Necesitan atención
16816,103,4,417.06,3,4,2,342,9,Leales
16817,3,13,2804.9,5,5,4,554,14,Campeones
16818,11,11,3349.57,5,5,5,555,15,Campeones
16819,465,2,182.59,1,3,1,131,5,Necesitan atención
16820,96,1,497.61,3,2,2,322,7,Necesitan atención
16821,382,1,113.35,2,2,1,221,5,Necesitan atención
16822,686,1,181.39,1,2,1,121,4,Necesitan atención
16823,227,7,2260.09,2,4,4,244,10,En riesgo
16824,16,3,686.24,5,3,3,533,11,Otros
16825,39,5,1826.89,4,4,4,444,12,Campeones
16826,51,1,341.7,4,2,2,422,8,Potenciales leales
16827,393,5,392.13,2,4,2,242,8,Otros
16828,93,2,128.5,3,3,1,331,7,Necesitan atención
16829,157,2,513.32,3,3,2,332,8,Necesitan atención
16830,39,4,1207.5,4,4,3,443,11,Leales
16831,565,1,91.8,1,2,1,121,4,Necesitan atención
16832,184,5,417.61,3,4,2,342,9,Leales
16833,1,6,2114.04,5,4,4,544,13,Campeones
16834,228,2,898.9599999999999,2,3,3,233,8,En riesgo
16835,128,6,1538.41,3,4,4,344,11,Leales
16836,40,4,782.37,4,4,3,443,11,Leales
16837,31,11,3170.98,4,5,5,455,14,Campeones
16838,197,4,994.61,2,4,3,243,9,En riesgo
16839,9,44,22310.49,5,5,5,555,15,Campeones
16840,603,2,139.85,1,3,1,131,5,Necesitan atención
16841,37,12,4006.06,4,5,5,455,14,Campeones
16842,101,3,1264.19,3,3,4,334,10,Otros
16843,43,35,19571.43,4,5,5,455,14,Campeones
16844,563,2,614.34,1,3,3,133,7,En riesgo
16845,618,1,253.88,1,2,1,121,4,Necesitan atención
16846,50,3,842.41,4,3,3,433,10,Otros
16847,43,2,614.89,4,3,3,433,10,Otros
16848,53,4,1411.6200000000001,4,4,4,444,12,Campeones
16849,187,1,124.57,3,2,1,321,6,Necesitan atención
16850,334,1,332.41,2,2,2,222,6,Necesitan atención
16851,4,3,342.45,5,3,2,532,10,Otros
16852,10,2,144.91,5,3,1,531,9,Otros
16854,417,2,1408.96,1,3,4,134,8,En riesgo
16855,24,2,328.40000000000003,4,3,2,432,9,Otros
16856,15,3,358.49,5,3,2,532,10,Otros
16857,443,1,352.8,1,2,2,122,5,Necesitan atención
16858,369,10,4668.28,2,5,5,255,12,En riesgo
16859,145,7,1932.41,3,4,4,344,11,Leales
16860,453,3,1610.62,1,3,4,134,8,En riesgo
16861,60,5,946.59,3,4,3,343,10,Leales
16862,547,4,662.33,1,4,3,143,8,En riesgo
16863,31,3,998.52,4,3,3,433,10,Otros
16864,434,2,409.25,1,3,2,132,6,Necesitan atención
16865,402,1,130.95,2,2,1,221,5,Necesitan atención
16866,141,3,207.74,3,3,1,331,7,Necesitan atención
16867,690,1,76.74000000000001,1,2,1,121,4,Necesitan atención
16868,394,3,393.39,2,3,2,232,7,Necesitan atención
16869,23,4,825.42,4,4,3,443,11,Leales
16870,469,1,450.16,1,2,2,122,5,Necesitan atención
16871,22,6,2812.34,4,4,4,444,12,Campeones
16872,77,6,1213.13,3,4,3,343,10,Leales
16873,5,12,14267.39,5,5,5,555,15,Campeones
16874,379,1,217.74,2,2,1,221,5,Necesitan atención
16875,67,11,4234.53,3,5,5,355,13,Leales
16876,404,1,136.01,2,2,1,221,5,Necesitan atención
16877,12,6,853.72,5,4,3,543,12,Leales
16878,84,1,13.3,3,2,1,321,6,Necesitan atención
16880,31,8,1840.8600000000001,4,5,4,454,13,Campeones
16882,67,3,705.12,3,3,3,333,9,Necesitan atención
16883,187,19,2396.59,3,5,4,354,12,Leales
16884,38,4,1073.92,4,4,3,443,11,Leales
16885,15,4,710.74,5,4,3,543,12,Leales
16886,456,1,134.0,1,2,1,121,4,Necesitan atención
16887,35,3,660.72,4,3,3,433,10,Otros
16888,401,3,437.15,2,3,2,232,7,Necesitan atención
16889,195,6,2530.9,2,4,4,244,10,En riesgo
16890,477,3,285.41,1,3,1,131,5,Necesitan atención
16891,2,11,2056.82,5,5,4,554,14,Campeones
16892,1,7,762.1,5,4,3,543,12,Leales
16893,367,2,401.77,2,3,2,232,7,Necesitan atención
16894,502,3,1324.06,1,3,4,134,8,En riesgo
16895,65,5,1121.42,3,4,3,343,10,Leales
16896,555,1,103.95,1,2,1,121,4,Necesitan atención
16897,299,2,289.78000000000003,2,3,2,232,7,Necesitan atención
16898,26,5,1016.37,4,4,3,443,11,Leales
16899,8,8,1721.02,5,5,4,554,14,Campeones
16900,17,3,887.11,5,3,3,533,11,Otros
16901,729,1,204.26,1,2,1,121,4,Necesitan atención
16902,116,1,1706.88,3,2,4,324,9,Otros
16903,29,3,1062.28,4,3,3,433,10,Otros
16904,4,21,5132.37,5,5,5,555,15,Campeones
16905,5,17,5034.15,5,5,5,555,15,Campeones
16906,82,7,1448.8,3,4,4,344,11,Leales
16907,29,9,1707.9,4,5,4,454,13,Campeones
16908,722,1,252.59,1,2,1,121,4,Necesitan atención
16909,72,1,379.14,3,2,2,322,7,Necesitan atención
16910,4,8,1510.06,5,5,4,554,14,Campeones
16911,636,2,255.25,1,3,1,131,5,Necesitan atención
16912,29,15,4480.31,4,5,5,455,14,Campeones
16913,290,3,423.90999999999997,2,3,2,232,7,Necesitan atención
16914,36,1,208.46,4,2,1,421,7,Potenciales leales
16915,9,11,1543.18,5,5,4,554,14,Campeones
16916,24,4,1123.4,4,4,3,443,11,Leales
16917,277,2,1857.8300000000002,2,3,4,234,9,En riesgo
16918,50,16,3213.29,4,5,5,455,14,Campeones
16919,156,24,5125.91,3,5,5,355,13,Leales
16920,411,1,355.45,1,2,2,122,5,Necesitan atención
16921,61,3,446.67,3,3,2,332,8,Necesitan atención
16922,573,1,611.08,1,2,2,122,5,Necesitan atención
16923,12,32,13378.36,5,5,5,555,15,Campeones
16924,21,3,846.75,4,3,3,433,10,Otros
16925,540,1,125.65,1,2,1,121,4,Necesitan atención
16926,371,5,1421.35,2,4,4,244,10,En riesgo
16927,116,3,543.05,3,3,2,332,8,Necesitan atención
16928,80,29,4113.23,3,5,5,355,13,Leales
16929,4,7,1295.39,5,4,4,544,13,Campeones
16930,26,3,380.55,4,3,2,432,9,Otros
16931,5,23,5233.62,5,5,5,555,15,Campeones
16932,53,3,440.71,4,3,2,432,9,Otros
16933,1,9,3181.25,5,5,5,555,15,Campeones
16934,55,6,2110.9900000000002,4,4,4,444,12,Campeones
16935,382,3,535.1,2,3,2,232,7,Necesitan atención
16936,26,2,551.17,4,3,2,432,9,Otros
16937,499,1,202.1,1,2,1,121,4,Necesitan atención
16938,9,9,6209.93,5,5,5,555,15,Campeones
16939,489,3,449.0,1,3,2,132,6,Necesitan atención
16940,52,8,6427.66,4,5,5,455,14,Campeones
16941,612,1,33.0,1,2,1,121,4,Necesitan atención
16942,13,9,1920.59,5,5,4,554,14,Campeones
16943,212,3,816.73,2,3,3,233,8,En riesgo
16944,610,1,101.36,1,2,1,121,4,Necesitan atención
16945,22,33,8548.16,4,5,5,455,14,Campeones
16946,383,5,1222.04,2,4,3,243,9,En riesgo
16947,236,5,955.21,2,4,3,243,9,En riesgo
16948,139,7,832.77,3,4,3,343,10,Leales
16949,4,6,1286.27,5,4,4,544,13,Campeones
16950,57,10,3784.37,4,5,5,455,14,Campeones
16951,135,3,1277.75,3,3,4,334,10,Otros
16952,109,5,798.78,3,4,3,343,10,Leales
16953,30,1,20.8,4,2,1,421,7,Potenciales leales
16954,1,20,6081.88,5,5,5,555,15,Campeones
16955,185,6,1309.41,3,4,4,344,11,Leales
16956,18,1,308.74,5,2,2,522,9,Potenciales leales
16957,239,2,416.64,2,3,2,232,7,Necesitan atención
16958,435,1,809.44,1,2,3,123,6,Necesitan atención
16959,87,1,117.35,3,2,1,321,6,Necesitan atención
16960,39,8,2043.43,4,5,4,454,13,Campeones
16961,116,3,794.56,3,3,3,333,9,Necesitan atención
16962,410,1,251.04,2,2,1,221,5,Necesitan atención
16963,187,1,110.55000000000001,3,2,1,321,6,Necesitan atención
16964,733,2,207.85,1,3,1,131,5,Necesitan atención
16965,227,1,201.19,2,2,1,221,5,Necesitan atención
16966,8,7,2154.97,5,4,4,544,13,Campeones
16967,189,1,319.02,2,2,2,222,6,Necesitan atención
16968,4,2,439.43,5,3,2,532,10,Otros
16969,39,3,650.41,4,3,3,433,10,Otros
16970,626,1,71.4,1,2,1,121,4,Necesitan atención
16971,38,1,357.21,4,2,2,422,8,Potenciales leales
16972,383,2,786.25,2,3,3,233,8,En riesgo
16973,386,1,127.0,2,2,1,221,5,Necesitan atención
16974,523,2,365.5,1,3,2,132,6,Necesitan atención
16975,423,3,926.12,1,3,3,133,7,En riesgo
16976,267,1,251.51999999999998,2,2,1,221,5,Necesitan atención
16977,395,4,496.0,2,4,2,242,8,Otros
16978,78,3,768.88,3,3,3,333,9,Necesitan atención
16979,4,9,2859.7400000000002,5,5,4,554,14,Campeones
16980,255,3,1473.33,2,3,4,234,9,En riesgo
16982,61,1,384.06,3,2,2,322,7,Necesitan atención
16983,13,11,3710.2200000000003,5,5,5,555,15,Campeones
16984,88,9,10754.8,3,5,5,355,13,Leales
16985,17,22,10333.16,5,5,5,555,15,Campeones
16986,30,10,3098.75,4,5,5,455,14,Campeones
16987,3,11,2535.9,5,5,4,554,14,Campeones
16988,5,2,382.67,5,3,2,532,10,Otros
16989,7,6,1133.25,5,4,3,543,12,Leales
16990,219,2,344.0,2,3,2,232,7,Necesitan atención
16991,421,1,1041.21,1,2,3,123,6,Necesitan atención
16992,11,13,5476.5,5,5,5,555,15,Campeones
16993,464,2,1950.95,1,3,4,134,8,En riesgo
16996,30,9,2123.61,4,5,4,454,13,Campeones
16997,288,3,702.0,2,3,3,233,8,En riesgo
16998,150,5,402.0,3,4,2,342,9,Leales
16999,23,2,484.82,4,3,2,432,9,Otros
17000,396,2,406.3,2,3,2,232,7,Necesitan atención
17001,1,19,6640.8,5,5,5,555,15,Campeones
17002,86,7,2571.55,3,4,4,344,11,Leales
17003,402,4,830.16,2,4,3,243,9,En riesgo
17004,46,4,2425.16,4,4,4,444,12,Campeones
17005,471,2,742.36,1,3,3,133,7,En riesgo
17006,5,8,1636.32,5,5,4,554,14,Campeones
17007,51,7,1120.1,4,4,3,443,11,Leales
17008,429,1,81.36,1,2,1,121,4,Necesitan atención
17009,551,1,242.06,1,2,1,121,4,Necesitan atención
17010,18,1,195.36,5,2,1,521,8,Potenciales leales
17011,30,3,671.6999999999999,4,3,3,433,10,Otros
17012,725,1,384.16,1,2,2,122,5,Necesitan atención
17014,8,3,586.33,5,3,2,532,10,Otros
17015,29,3,1842.56,4,3,4,434,11,Otros
17016,577,1,552.4,1,2,2,122,5,Necesitan atención
17017,3,29,14110.61,5,5,5,555,15,Campeones
17018,41,6,2287.7,4,4,4,444,12,Campeones
17019,11,11,4012.2,5,5,5,555,15,Campeones
17020,542,2,935.62,1,3,3,133,7,En riesgo
17021,442,6,1182.22,1,4,3,143,8,En riesgo
17022,31,2,260.0,4,3,1,431,8,Otros
17023,417,3,800.1800000000001,1,3,3,133,7,En riesgo
17024,45,3,95.85,4,3,1,431,8,Otros
17025,61,5,1510.6399999999999,3,4,4,344,11,Leales
17026,185,3,208.98000000000002,3,3,1,331,7,Necesitan atención
17027,79,9,1327.11,3,5,4,354,12,Leales
17028,581,3,1593.83,1,3,4,134,8,En riesgo
17029,111,7,2137.3,3,4,4,344,11,Leales
17030,64,1,146.87,3,2,1,321,6,Necesitan atención
17031,12,6,2773.85,5,4,4,544,13,Campeones
17032,548,8,3004.6,1,5,5,155,11,En riesgo
17033,86,4,1332.79,3,4,4,344,11,Leales
17034,16,5,1283.92,5,4,4,544,13,Campeones
17035,246,4,613.59,2,4,3,243,9,En riesgo
17036,383,1,176.9,2,2,1,221,5,Necesitan atención
17037,88,1,1267.32,3,2,4,324,9,Otros
17038,30,2,743.17,4,3,3,433,10,Otros
17039,604,1,1954.99,1,2,4,124,7,Otros
17040,138,2,463.25,3,3,2,332,8,Necesitan atención
17041,27,6,1686.28,4,4,4,444,12,Campeones
17042,3,5,1044.3799999999999,5,4,3,543,12,Leales
17043,32,8,2616.55,4,5,4,454,13,Campeones
17044,25,12,11962.300000000001,4,5,5,455,14,Campeones
17045,113,5,827.6800000000001,3,4,3,343,10,Leales
17046,157,5,1906.07,3,4,4,344,11,Leales
17047,85,6,2289.23,3,4,4,344,11,Leales
17048,118,7,2071.6800000000003,3,4,4,344,11,Leales
17049,3,19,9947.48,5,5,5,555,15,Campeones
17050,96,10,4391.66,3,5,5,355,13,Leales
17051,194,4,714.39,2,4,3,243,9,En riesgo
17052,28,1,413.75,4,2,2,422,8,Potenciales leales
17053,131,1,498.48,3,2,2,322,7,Necesitan atención
17054,28,5,1356.33,4,4,4,444,12,Campeones
17055,446,1,239.55,1,2,1,121,4,Necesitan atención
17056,738,1,128.60000000000002,1,2,1,121,4,Necesitan atención
17057,596,1,294.74,1,2,2,122,5,Necesitan atención
17058,82,3,1179.89,3,3,3,333,9,Necesitan atención
17059,30,9,5602.53,4,5,5,455,14,Campeones
17060,266,1,234.24,2,2,1,221,5,Necesitan atención
17061,74,11,5232.2300000000005,3,5,5,355,13,Leales
17062,314,6,1208.22,2,4,3,243,9,En riesgo
17063,21,13,3638.53,4,5,5,455,14,Campeones
17064,59,3,859.35,4,3,3,433,10,Otros
17065,638,2,194.70000000000002,1,3,1,131,5,Necesitan atención
17066,726,1,228.34,1,2,1,121,4,Necesitan atención
17067,725,3,454.54,1,3,2,132,6,Necesitan atención
17068,12,47,9161.08,5,5,5,555,15,Campeones
17069,28,14,5794.28,4,5,5,455,14,Campeones
17070,114,2,445.32,3,3,2,332,8,Necesitan atención
17071,28,13,3801.2000000000003,4,5,5,455,14,Campeones
17072,625,1,282.05,1,2,1,121,4,Necesitan atención
17073,18,4,1446.09,5,4,4,544,13,Campeones
17074,563,1,203.05,1,2,1,121,4,Necesitan atención
17075,18,10,2241.73,5,5,4,554,14,Campeones
17076,36,6,1242.75,4,4,4,444,12,Campeones
17077,578,1,306.0,1,2,2,122,5,Necesitan atención
17078,36,2,378.2,4,3,2,432,9,Otros
17079,78,1,118.80000000000001,3,2,1,321,6,Necesitan atención
17080,22,7,957.53,4,4,3,443,11,Leales
17081,25,6,964.39,4,4,3,443,11,Leales
17082,33,6,4732.03,4,4,5,445,13,Campeones
17083,109,9,4049.79,3,5,5,355,13,Leales
17084,35,3,5202.97,4,3,5,435,12,Otros
17085,123,28,7891.41,3,5,5,355,13,Leales
17086,7,6,2050.08,5,4,4,544,13,Campeones
17087,738,1,221.53,1,2,1,121,4,Necesitan atención
17088,28,4,1991.01,4,4,4,444,12,Campeones
17089,386,1,128.45,2,2,1,221,5,Necesitan atención
17090,4,13,3149.48,5,5,5,555,15,Campeones
17091,3,19,7811.1,5,5,5,555,15,Campeones
17092,50,11,5594.96,4,5,5,455,14,Campeones
17093,593,1,235.88,1,2,1,121,4,Necesitan atención
17094,322,2,402.20000000000005,2,3,2,232,7,Necesitan atención
17095,23,7,2572.25,4,4,4,444,12,Campeones
17096,15,11,3759.1800000000003,5,5,5,555,15,Campeones
17097,2,9,1340.45,5,5,4,554,14,Campeones
17098,382,3,591.07,2,3,2,232,7,Necesitan atención
17099,533,1,582.17,1,2,2,122,5,Necesitan atención
17100,18,2,971.74,5,3,3,533,11,Otros
17101,10,7,2507.05,5,4,4,544,13,Campeones
17102,262,1,25.5,2,2,1,221,5,Necesitan atención
17103,722,1,424.3,1,2,2,122,5,Necesitan atención
17104,424,1,474.03000000000003,1,2,2,122,5,Necesitan atención
17105,159,2,665.78,3,3,3,333,9,Necesitan atención
17106,389,1,491.23,2,2,2,222,6,Necesitan atención
17107,33,10,16075.42,4,5,5,455,14,Campeones
17108,664,1,174.95,1,2,1,121,4,Necesitan atención
17109,29,8,1295.46,4,5,4,454,13,Campeones
17110,165,3,510.7,3,3,2,332,8,Necesitan atención
17111,47,2,476.58,4,3,2,432,9,Otros
17112,503,1,205.17,1,2,1,121,4,Necesitan atención
17113,574,6,2322.59,1,4,4,144,9,En riesgo
17114,6,8,808.62,5,5,3,553,13,Leales
17115,8,7,2761.4900000000002,5,4,4,544,13,Campeones
17116,648,1,389.78,1,2,2,122,5,Necesitan atención
17117,288,1,116.2,2,2,1,221,5,Necesitan atención
17118,318,1,157.02,2,2,1,221,5,Necesitan atención
17119,3,2,606.91,5,3,2,532,10,Otros
17120,233,1,307.46,2,2,2,222,6,Necesitan atención
17121,403,1,314.74,2,2,2,222,6,Necesitan atención
17122,119,4,570.5,3,4,2,342,9,Leales
17123,162,3,977.1700000000001,3,3,3,333,9,Necesitan atención
17124,185,1,298.89,3,2,2,322,7,Necesitan atención
17125,50,1,259.35,4,2,1,421,7,Potenciales leales
17126,152,9,2070.44,3,5,4,354,12,Leales
17127,429,5,1155.0300000000002,1,4,3,143,8,En riesgo
17128,335,1,157.09,2,2,1,221,5,Necesitan atención
17129,520,1,31.85,1,2,1,121,4,Necesitan atención
17131,5,5,2463.17,5,4,4,544,13,Campeones
17132,452,2,1272.8,1,3,4,134,8,En riesgo
17133,16,12,11010.33,5,5,5,555,15,Campeones
17134,107,3,637.1,3,3,3,333,9,Necesitan atención
17135,16,10,1954.16,5,5,4,554,14,Campeones
17136,662,1,231.68,1,2,1,121,4,Necesitan atención
17137,416,6,1133.63,1,4,3,143,8,En riesgo
17138,276,7,4417.27,2,4,5,245,11,En riesgo
17139,16,25,19419.46,5,5,5,555,15,Campeones
17140,247,1,465.32000000000005,2,2,2,222,6,Necesitan atención
17141,418,4,754.33,1,4,3,143,8,En riesgo
17142,239,4,1088.75,2,4,3,243,9,En riesgo
17143,417,2,924.11,1,3,3,133,7,En riesgo
17144,1,2,984.57,5,3,3,533,11,Otros
17145,513,4,3120.91,1,4,5,145,10,En riesgo
17146,106,13,5860.24,3,5,5,355,13,Leales
17147,23,9,3199.95,4,5,5,455,14,Campeones
17148,52,1,124.88,4,2,1,421,7,Potenciales leales
17149,451,1,143.10000000000002,1,2,1,121,4,Necesitan atención
17150,377,6,1375.65,2,4,4,244,10,En riesgo
17151,735,1,231.90000000000003,1,2,1,121,4,Necesitan atención
17152,195,4,2016.5,2,4,4,244,10,En riesgo
17153,24,1,213.78,4,2,1,421,7,Potenciales leales
17154,75,1,329.34000000000003,3,2,2,322,7,Necesitan atención
17155,18,7,892.46,5,4,3,543,12,Leales
17156,492,1,591.87,1,2,2,122,5,Necesitan atención
17157,8,19,5151.9,5,5,5,555,15,Campeones
17158,32,5,1980.0,4,4,4,444,12,Campeones
17159,22,5,2099.59,4,4,4,444,12,Campeones
17160,31,17,10209.16,4,5,5,455,14,Campeones
17161,444,1,856.01,1,2,3,123,6,Necesitan atención
17162,29,10,1715.46,4,5,4,454,13,Campeones
17163,22,4,699.78,4,4,3,443,11,Leales
17164,33,7,2467.35,4,4,4,444,12,Campeones
17165,284,6,1794.32,2,4,4,244,10,En riesgo
17166,39,2,206.34,4,3,1,431,8,Otros
17167,380,3,867.11,2,3,3,233,8,En riesgo
17168,499,1,400.2,1,2,2,122,5,Necesitan atención
